chunk_id,text,page,paragraph,filename,path
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p431_c1,"c
.
(
S
E
A
)C
.
(
S
A
S
)C
o
.
,
L
t
d
.
(
S
C
S
)S
I
)A
I
N
G
U
Y
E
N
C
o
.
,
L
t
d
.
(
S
E
V
T
),
L
t
d
.
(
S
C
I
C
)d
i
n
g
C
o
o
p
e
r
a
ti
e
f
U
.
A
.
(
S
E
E
H
)t
e
L
t
d
.
(
S
I
E
L
)d
.
(
S
D
V
).
,
L
t
d
.
(
S
E
V
)L
t
d
a
.
(
S
E
D
A
)r
C
o
.
,
L
t
d
.
(
S
S
S
)p
l
e
x
C
o
.
,
L
t
d
.
(
S
E
H
C
)t
d
.
(
T
S
E
)S
E
U
K
).
D
e
C
.
V
.
(
S
E
M
),
L
t
d
.
(
S
E
T
)V
.
(
S
E
B
N
)i
s
ti
c
s
B
.
V
.
(
S
E
L
S
)ri
v
a
t
e
C
o
.
L
t
d
.
(
S
E
H
)t
d
.
(
S
D
D
)
매
출
등3
4
7
,
6
5
32
9
,
8
8
1
,
2
3
81
6
,
9
8
9
,
5
7
49
3
82
,
8
2
38
3
,
0
3
32
1
,
5
8
7
,
4
5
84
,
3
3
8
,
7
0
64
,
8
9
2
,
4
4
36
7
1
,
0
2
43
,
7
1
4
,
7
5
11
,
4
9
6
,
6
8
42
,
4
3
4
,
7
9
61
,
4
4
9
,
9
6
01
5
,
3
3
6
,
4
4
85
4
2
,
9
1
22
,
0
8
5
,
4
3
31
,
7
6
2
,
3
8
77
,
2
8
52
,
6
6
8
,
9
2
13
,
6
2
0
,
7
0
62
6
4
,
8
2
63
,
5
0
0
,
1
5
51
,
5
8
9
,
3
6
65
,
0
7
0
,
0
5
75
0
,
7
0
7
,
4
3
01
7
5
,
0
4
7
,
0
0
72
0
1
,
3
0
46
5
,
7
6
56
8
,
3
4
33
6
,
0
2
06
0
1
,
8
8
79
7
3
,
3
1
92
3
,
1
5
64
6
8
,
8
1
94
9
1
,
9
7
51
,
1
6
24
,
5
3
22
0
0
,
8
3
62
0
6
,
5
3
0
비
유
동
자
산
처00004
,
6
1
03
8
,
0
8
501
9
6002
1
001
8004
,
1
0
1000005
10003
,
7
8
05
1
,
0
5
10000007
007
00000",431,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p432_c1,"분
매
입
등1
,
8
4
2
,
9
9
52
2
2
,
0
8
72
1
,
8
1
35
6
,
8
9
04
,
1
0
9
,
7
4
48
,
6
9
1
,
6
1
56
8
2
,
6
8
72
0
,
0
4
4
,
8
4
71
0
,
1
8
604
,
6
3
6
,
8
6
401
3
,
2
5
1
,
3
9
91
3
,
7
9
105
,
2
0
9
,
2
5
42
,
0
6
2
,
7
7
11
0
9
,
6
9
72
,
2
4
5
,
3
4
47
,
5
0
17
,
0
1
86
,
3
9
7
,
4
0
01
,
2
6
11
,
1
7
58
,
1
3
21
3
,
2
1
2
,
8
3
68
2
,
8
4
7
,
3
0
71
,
8
0
1
,
6
7
27
8
6
,
0
8
73
7
4
,
0
3
59
0
7
,
7
7
59
6
8
,
2
2
44
,
8
3
7
,
7
9
35
7
,
6
5
27
6
2
,
6
4
48
2
0
,
2
9
63
1
,
9
5
74
4
4
,
6
5
72
8
1
,
6
6
77
5
8
,
2
8
1
비
유
동
자
산
매
입1
0
,
4
0
60001
,
6
5
71
2
,
4
3
505
9
100007
7
40000000000003
,
6
8
92
9
,
5
5
22
8
3
,
4
1
103
1
,
6
6
81
,
1
6
39
,
1
6
73
2
5
,
4
0
95
,
5
8
8
,
2
7
01
9
0
,
4
0
55
,
7
7
8
,
6
7
52
,
7
4
7
,
2
7
82
3
,
4
7
95
1
2
,
8
9
93
,
2
8
3
,
6
5
6
채
권
등
(
*
2
)7
4
,
2
5
93
,
8
4
1
,
5
6
02
,
0
9
15
,
1
7
99
,
5
7
56
8
,
2
5
15
,
2
7
1
,
4
1
49
2
5
,
4
1
01
8
1
,
7
8
52
,
7
6
09
2
2
,
6
3
09
0
,
3
0
55
0
2
,
4
1
02
5
6
,
9
3
63
,
9
0
6
,
9
6
81
4
8
,
8
5
72
8
0
,
6
8
26
4
,
6
4
26
8
,
3
4
02
5
2
,
8
1
37
2
,
2
5
81
2
9
,
1
7
83
6
2
,
7
3
75
2
,
1
7
24
1
3
,
5
8
16
,
5
5
6
,
2
5
52
4
,
4
6
3
,
0
4
88
4
,
5
4
11
,
8
5
71
1
4
,
1
0
35
11
6
4
,
0
5
83
6
4
,
6
1
01
9
0
,
4
4
31
3
,
8
3
52
0
4
,
2
7
82
6
95
9
84
,
3
4
25
,
2
0
9
채
무
등
(
*
3
)1
9
6
,
6
8
61
,
1
1
9
,
9
0
71
,
1
4
79
,
6
5
93
0
3
,
2
0
36
8
7
,
4
1
02
0
9
,
7
8
92
,
3
2
4
,
6
9
12
0
1
,
9
6
602
9
7
,
6
2
84
61
,
3
7
7
,
4
9
31
,
2
2
62
8
13
6
7
,
0
0
72
6
7
,
6
5
94
0
,
1
1
89
1
7
,
7
0
72
,
0
2
14
,
4
4
85
4
,
6
9
48
7
,
7
1
86
,
2
6
64
1
52
,
6
0
7
,
8
7
81
1
,
0
8
7
,
0
6
34
1
8
,
7
8
78
6
,
1
6
65
0
,
1
4
94
2
9
,
4
3
51
8
3
,
8
1
31
,
1
6
8
,
3
5
01
,
8
7
6
,
7
4
51
4
9
,
5
8
52
,
0
2
6
,
3
3
07
6
6
,
3
2
93
9
,
2
2
32
6
5
,
7
2
11
,
0
7
1
,
2
7
3",432,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p433_c1,"특
수
관
계
자
거
래
에
대
한
기
술(
*
4
)
H
a
r
m
a
n
I
n
t
e
r
n
a
ti
o
n
a
l
I
n
d
u
s
t
ri
e
s
,
I
n
c
.
및
그
종
속
기
업(
*
1
)
회
사
와
특
수
관
계
에
있
는
개
별
회
사
와
의
거
래
금
액
입
니
다
.
(
*
2
)
종
속
기
업
채
권
에
대
하
여(
*
1
)
회
사
와
특
수
관
계
에
있
는
개
별
회
사
와
의
거
래
금
액
입
니
다
.
(
*
2
)
종
속
기
업
채
권
에
대
하
여",433,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p434_c1,"이
포
함
된
중
간
지
배
기
업
과
의
거
래
금
액
입
니
다
.인
식
된
손
실
충
당
금
은
없
습
니
다
.
(
*
3
)
채
무
등
은
리
스
부
채
가
포
함
된
금
액
입
니
다
.인
식
된
손
실
충
당
금
은
없
습
니
다
.
(
*
3
)
채
무
등
은
리
스
부
채
가
포
함
된
금
액
입
니
다
.
기
업
으
로
의
차2
1
,
9
9
0",434,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p435_c1,"입
에
따
른
이
전
,
특
수
관
계
자
거
래,
0
0
0
출
자
,
특
수
관
계
자
거
래4
9
,
3
1
85
8
,
9
8
2
출
자
금
회
수
,
특
수
관
계
자
거
래1
4
3
,
7
9
95
1
8
지
급
결
의1
,
6
51
2
8
,",435,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p436_c1,"한
배
당
금
,
특
수
관
계
자
거
래0
,
9
9
52
3
2
리
스
이
용
계
약
,
특
수
관
계
자
거
래1
8
2
,
8
6
0
리
스
이
용
자
로
서
리
스
,
특
수
관
계
자5
9
,
2
8
7",436,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p437_c1,"거
래
단
기
급
여1
4
,
0
7
3
퇴
직
급
여5
5
7
기
타
장
기
급
여7
,
8
3
4
특
수
관
계
자
거
래
의
채
권
,
채
무
에
대
하
여
제
공
하
거
나
제아
.
회
사
는
보
고
기
간
종
료
일
현
재
특
수
관
계
자
의
채
무
에",437,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p438_c1,"공
받
은
보
증
의
상
세
내
역
에
대
한
설
명대
하
여
채
무
보
증
을
제
공
하
고
있
습
니
다
(
주
석
1
6
참
조
)
.
특
수
관
계
의
성
격
에
대
한
기
술(
*
2
)
기
업
회
계
기
준
서
제
1
0
2
4
호",438,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p439_c1,"특
수
관
계
자
범
위
에
포
함
되
지
않
으
나
「
독
점
규
제
및
공
정
거
래
에
관
한
법
률
」
에
따
른
동
일
한
대
규
모
기
업",439,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p440_c1,"집
단
소
속
회
사
입
니
다
.
전기 (단위 : 백만원) 
기업명(*1) 
특수관계자 
종속기업 관계기업 및 
공동기업 그 밖
의 특
수관
계자
특
수
관
계
자
합
계기타
(*2)
당
해
기
업
이
나
당
해
기
업
의
지
배
기
업
의
주
요
경
영
진삼
성
디
스
플
레
이
㈜S
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
A
m
e
riS
a
m
s
u
n
g
A
s
i
a
P
t
e
.
L
t
d
.
(
S
AH
a
r
m
a
n
과
그
종
속
기
업S
a
m
s
u
n
g
A
u
s
ti
n
S
e
m
i
c
o
n
d
u
cS
a
m
s
u
n
g
(
C
h
i
n
a
)
S
e
m
i
c
o
n
dS
a
m
s
u
n
g
S
e
m
i
c
o
n
d
u
c
t
o
r
,
IS
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
V
i
e
tS
a
m
s
u
n
g
(
C
H
I
N
A
)
I
n
v
e
s
t
m
eS
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
E
u
r
oS
a
m
s
u
n
g
I
n
d
i
a
E
l
e
c
t
r
o
n
i
cS
a
m
s
u
n
g
D
i
s
p
l
a
y
V
i
e
t
n
a
m
CS
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
V
i
e
tS
a
m
s
u
n
g
E
l
e
t
r
o
n
i
c
a
d
a
A
m
aS
h
a
n
g
h
a
i
S
a
m
s
u
n
g
S
e
m
i
c
o
nS
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
H
C
M
CT
h
a
i
S
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
sS
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
(
U
K
)세
메
스
㈜S
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
M
e
x
iS
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
G
m
b
HS
a
m
s
u
n
g
I
n
t
e
r
n
a
ti
o
n
a
l,
I
n
cS
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
T
a
i
wS
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
B
e
n
eS
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
E
u
r
oS
a
m
s
u
n
g
E
l
e
c
t
r
o
n
i
c
s
H
u
n
gS
a
m
s
u
n
g
D
i
s
p
l
a
y
D
o
n
g
g
u
a
n기
타
종
속
기
업종
속
기
업
합
계삼
성
에
스
디
에
스
㈜삼
성
전
기
㈜삼
성
S
D
I
㈜㈜
제
일
기
획기
타
관
계
기
업
및
공
동
기
업관
계
기
업
및
공
동
기
업
합
계삼
성
물
산
㈜그
밖
의
특
수
관
계
자
,
기
타그
밖
의
특
수
관
계
자
합
계삼
성
엔
지
니
어
링
㈜㈜
에
스
원기
타
대
규
모
기
업
집
단
소
속
회
사대
규
모
기
업
집
단
소
속
회
사
합
계",440,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p441_c1,"c
a
,
I
n
c
.
(
S
E
A
)P
L
)t
o
r
L
L
C
.
(
S
A
S
)u
c
t
o
r
C
o
.
,
L
t
d
.
(
S
C
S
)n
c
.
(
S
S
I
)n
a
m
T
H
A
I
N
G
U
Y
E
N
C
o
.
,
L
t
d
.
(
S
E
V
T
)n
t
C
o
.
,
L
t
d
.
(
S
C
I
C
)p
e
H
o
l
d
i
n
g
C
o
o
p
e
r
a
ti
e
f
U
.
A
.
(
S
E
E
H
)s
P
ri
v
a
t
e
L
t
d
.
(
S
I
E
L
)o
.
,
L
t
d
.
(
S
D
V
)n
a
m
C
o
.
,
L
t
d
.
(
S
E
V
)z
o
n
i
a
L
t
d
a
.
(
S
E
D
A
)d
u
c
t
o
r
C
o
.
,
L
t
d
.
(
S
S
S
)C
E
C
o
m
p
l
e
x
C
o
.
,
L
t
d
.
(
S
E
H
C
)C
o
.
,
L
t
d
.
(
T
S
E
)L
t
d
.
(
S
E
U
K
)c
o
S
.
A
.
D
e
C
.
V
.
(
S
E
M
)(
S
E
G
).
(
S
II
)a
n
C
o
.
,
L
t
d
.
(
S
E
T
)l
u
x
B
.
V
.
(
S
E
B
N
)p
e
L
o
g
i
s
ti
c
s
B
.
V
.
(
S
E
L
S
)a
ri
a
n
P
ri
v
a
t
e
C
o
.
L
t
d
.
(
S
E
H
)C
o
.
,
L
t
d
.
(
S
D
D
)
매
출
등2
8
3
,
0
1
13
5
,
3
0
3
,
2
9
14
201
,
0
5
31
8
4
,
7
9
64
0
,
9
0
7
,
2
6
18
,
6
6
8
,
6
6
81
,
5
8
8
,
7
1
007
,
4
3
9
,
3
4
12
,
0
7
3
,
9
7
25
,
8
0
4
,
9
3
51
,
2
6
2
,
3
6
91
6
,
4
9
0
,
8
2
16
2
8
,
8
5
41
,
5
7
8
,
3
4
91
,
5
2
9
,
7
9
18
,
2
2
42
,
4
4
2
,
8
6
93
,
8
6
5
,
8
5
97
8
8
,
3
8
54
,
7
7
2
,
5
5
44
0
8
,
4
0
92
4
9
,
1
4
25
8
,
7
0
5
,
5
6
01
9
4
,
9
8
6
,
2
6
62
1
2
,
3
7
66
0
,
3
4
36
0
,
3
2
53
1
,
1
9
46
1
7
,
7
7
99
8
2
,
0
1
74
4
,
3
5
92
8
3
,
1
2
23
2
7
,
4
8
11
,
4
9
07
,
5
3
01
3
6
,
9
6
91
4
5
,
9
8
9
비060001000010200200000 0010410700070110000",441,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p442_c1,"유
동
자
산
처
분3
20
,
6
4
41
25
6,
7
9
14
1,
1
9
88
,
7
7
46
76
78
88
8
매
입
등9
8
1
,
9
2
72
0
9
,
9
1
23
0
,
9
8
27
6
,
8
9
13
,
6
6
3
,
9
0
99
,
6
7
9
,
4
7
35
3
2
,
9
6
22
5
,
9
4
1
,
2
5
99
,
0
3
505
,
7
9
8
,
9
7
401
6
,
4
4
1
,
3
3
22
,
1
7
44
74
,
8
3
0
,
8
6
12
,
6
1
5
,
5
1
29
8
,
8
9
12
,
2
8
3
,
5
5
66
,
9
5
06
,
9
4
82
,
3
3
35
,
1
0
42
,
1
9
102
3
,
1
2
3
,
2
9
59
6
,
3
4
4
,
5
1
81
,
6
7
2
,
8
5
39
1
9
,
7
0
94
2
2
,
8
3
69
3
1
,
4
8
98
8
1
,
5
8
54
,
8
2
8
,
4
7
28
4
,
6
3
56
0
2
,
0
1
46
8
6
,
6
4
93
2
,
6
7
74
2
8
,
9
0
72
5
1
,
9
0
77
1
3
,
4
9
1
비
유
동
자
산
매
입00002
,
4
5
75
,
5
3
408
3
100005
0001
,
6
8
000000 00002
,
2
1
31
2
,
7
6
53
4
8
,
7
5
21
2
02
4
,
8
7
43
6
11
0
,
2
2
43
8
4
,
3
3
17
,
0
1
8
,
2
5
21
3
2
,
5
1
27
,
1
5
0
,
7
6
43
,
1
0
6
,
1
5
44
5
,
8
6
45
4
0
,
5
9
13
,
6
9
2
,
6
0
9
채
권
등
(
*
2
)3
2
,
5
2
18
6
8
,
9
3
71
,
6
0
402
1
,
3
0
95
7
,
4
2
34
,
7
0
0
,
4
2
76
0
6
,
0
3
01
3
1
,
2
8
56
9
31
,
2
1
9
,
2
9
81
9
6
,
6
4
33
6
9
,
3
8
02
2
7
,
1
8
01
,
6
2
3
,
9
6
82
3
4
,
8
7
01
1
5
,
1
0
37
6
,
2
6
45
4
,
3
2
72
3
0
,
5
0
81
0
,
6
0
71
8
,
4
0
32
7
3
,
8
1
61
1
,
4
4
92
0
,
1
7
76
,
5
6
5
,
2
5
81
7
,
6
6
7
,
4
8
04
9
,
4
3
93
8
51
1
4
,
6
1
84
32
0
3
,
5
7
53
6
8
,
0
6
01
9
4
,
5
3
91
4
,
6
7
92
0
9
,
2
1
82
8
63
,
0
8
54
,
1
1
37
,
4
8
4
채
무
등
(
*
31
0
8
,
0
19
8
3
,
7
01
,
8
1
26
,
5
3
73
8
6
,
6
47
5
1
,
6
92
6
3
,
7
52
,
3
9
6
,2
8
3
,
4
503
1
2
,
2
471
,
7
4
8
,3
,
0
3
77
73
5
8
,
0
83
7
9
,
0
905
6
1
,
3
61
,
0
9
30 05
0
6
,
8
701
12
,
2
2
6
,1
1
,
2
7
84
6
8
,
8
31
0
1
,
9
65
1
,
1
9
94
4
4
,
0
11
5
9
,
6
61
,
2
2
5
,2
,
7
1
8
,1
6
0
,
3
02
,
8
7
8
,1
,
1
8
1
,5
9
,
3
5
24
7
8
,
1
31
,
7
1
9
,",442,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p443_c1,")19 0374
1
1936
7
0288 21
1
6,
7
0
300786
7
42
9
455
9
99
4
764
3
5
특
수
관
계
자
거
래
에
대
한
기
술(
*
2
)
H
a
r
m
a
n
I
n
t
e
r
n
a
ti
o
n
a
l
I
n
d
u
s
t
ri
e
s
,
I
n
c
.
및
그(
*
1
)
회
사
와
특
수
관
계
에
있
는
개
별
회
사
와
의
거
래
금
액
입
니
다
.
(
*
2
)
종
속
기
업
채
권(
*
1
)
회
사
와
특
수
관
계
에
있
는
개
별
회
사
와
의
거
래
금
액
입
니
다
.
(
*
2
)
종
속
기
업
채
권",443,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p444_c1,"종
속
기
업
이
포
함
된
중
간
지
배
기
업
과
의
거
래
금
액
입
니
다
.에
대
하
여
인
식
된
손
실
충
당
금
은
없
습
니
다
.
(
*
3
)
채
무
등
은
리
스
부
채
가
포
함
된
금
액
입
니
다
.에
대
하
여
인
식
된
손
실
충
당
금
은
없
습
니
다
.
(
*
3
)
채
무
등
은
리
스
부
채
가
포
함
된
금
액
입
니
다
.
기
업",444,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p445_c1,"으
로
의
차
입
에
따
른
이
전
,
특
수
관
계
자
거
래
출
자
,
특
수
관
계
자
거
래1
1
9
,
5
9
88
8
2
,
1
2
5
출
자
금
회
수
,
특
수
관
계
자
거
래1
6
4
,
5
0
3",445,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p446_c1,"지
급
결
의
한
배
당
금
,
특
수
관
계
자
거
래1
,
6
6
3
,
1
4
91
2
8
,
2
3
2
리
스
이
용
계
약
,
특
수
관
계
자
거
래2
0
리
스
이
용
자
로
서
리
스
,
특4
6
,
8
1
9",446,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p447_c1,"수
관
계
자
거
래
단
기
급
여1
4
,
7
6
8
퇴
직
급
여6
1
2
기
타
장
기
급
여5
,
4
3
4
특
수
관
계
자
거
래
의
채
권
,
채
무
에
대
하
여
제
공",447,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p448_c1,"하
거
나
제
공
받
은
보
증
의
상
세
내
역
에
대
한
설
명
특
수
관
계
의
성
격
에
대
한
기
술(
*
2
)
기
업
회
계
기
준
서
제
1
0
2
4
호
특
수
관
계
자
범",448,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p449_c1,"위
에
포
함
되
지
않
으
나
「
독
점
규
제
및
공
정
거
래
에
관
한
법
률
」
에
따
른
동
일
한
대
규
모
기
업
집
단
소
속
회
사",449,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p451_c1,"6. 배당에 관한 사항 
  
당사는 제품 및 사업 경쟁력 강화와 함께 주주환원을 통하여 주주가치를 제고할 수 있도록
지속적으로 노력하고 있습니다. 당사는 2021~2023년의 주주환원 정책에 따라 3년간 잉여
현금흐름(Free Cash Flow)의 50%를 재원으로 활용하여 정규 배당을 연간 총 9.8조원 수준
으로 실시하였습니다. 한편, 당사는 2024년 1월 2024~2026년의 주주환원 정책을 발표하였
습니다. 이에 따라 당사는 2024년부터 2026년까지 3년간 발생하는 잉여현금흐름의 50%를
재원으로 활용하여 연간 9.8조원 수준의 정규배당을 유지하되, 정규배당 이후에도 잔여 재원
이 발생하는 경우에 추가로 환원할 계획입니다. 또한, 당사는 2024년부터 2026년까지의 주
주환원 정책 대상 기간 종료 이전이라도 M&A 추진, 현금규모 등을 감안하여 탄력적으로 새
로운 주주환원 정책을 발표하고 시행할 수 있습니다.",451,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p452_c1,"[주요 배당지표] (단위 : 원, 백만원, %, 주) 
구   분 주식의 종류 당기 전기 전전기 
제55기 제54기 제53기 
주당액면가액(원) 100 100 100
(연결)당기순이익(백만원) 14,473,401 54,730,018 39,243,791 
(별도)당기순이익(백만원) 25,397,099 25,418,778 30,970,954 
(연결)주당순이익(원) 2,131 8,057 5,777 
현금배당금총액(백만원) 9,809,438 9,809,438 9,809,438 
주식배당금총액(백만원) - - -
(연결)현금배당성향(%) 67.8 17.9 25.0
현금배당수익률(%) 보통주 1.9 2.5 1.8
우선주 2.4 2.7 2.0
주식배당수익률(%) 보통주 - - -
우선주 - - -
주당 현금배당금(원 
)보통주 1,444 1,444 1,444 
우선주 1,445 1,445 1,445 
주당 주식배당(주) 보통주 - - -
우선주 - - -
※ 상기 표의 당기(제55기) 현금배당금은 정기주주총회 승인 전 금액으로, 향후 정기주주총회에서 부결되거나 
   수정이 발생한 경우 정정보고서를 통해 그 내용 및 사유 등을 반영할 예정입니다. 
※ (연결)당기순이익은 연결당기순이익의 지배기업 소유주지분 귀속분입니다. 
※ (연결)주당순이익은 보통주 기본주당이익입니다. 기본주당이익 산출근거는 'III. 재무에 관한 사항'의 
   '3. 연결재무제표 주석' 중 '주당이익' 항목을 참고하시기 바랍니다. 
※ 현금배당금총액의 자세한 내용은 'III. 재무에 관한 사항'의 '3. 연결재무제표 주석' 중 '연결이익잉여금' 항목 
을
   참고하시기 바랍니다. 분기 배당금은 
   제55기 1분기 2,452,154백만원(주당 361원), 2분기 2,452,154백만원(주당 361원), 3분기 2,452,154백만 
원(주당 361원)이며, 
   제54기 1분기 2,452,154백만원(주당 361원), 2분기 2,452,154백만원(주당 361원), 3분기 2,452,154백만 
원(주당 361원)이고, 
   제53기 1분기 2,452,154백만원(주당 361원), 2분기 2,452,154백만원(주당 361원), 3분기 2,452,154백만 
원(주당 361원)입니다.",452,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf_p453_c1,"[배당 이력] 
(단위: 회, %) 
연속 배당횟수 평균 배당수익률 
분기(중간)배당 결산배당 최근 3년간 최근 5년간 
39 43 2.1 2.5
※ 연속 배당횟수는 당기 분기배당 및 최근사업연도 결산배당을 포함하고 있습니다. 
※ 중간배당은 1999년(제31기)부터 연속 배당 시작하였고, 분기배당은 2017년(제49기)부터 연속 배당중이며, 
   결산배당은 1981년(제13기)부터 연속 배당 중입니다. 
※ 평균 배당수익률은 보통주 배당수익률입니다.  우선주에 대한 최근 3년간 평균 배당수익률은 2.4%, 
   최근 5년간 평균 배당수익률은 2.9%입니다. 
※ 최근 3년간은 2021년(제53기)부터 2023년(제55기)까지 기간이며, 최근 5년간은 2019년(제51기)부터 
   2023년(제55기)까지 기간입니다. 2023년(제55기) 배당수익률은 상기 '주요 배당지표'를 참고하시기 
   바랍니다(보통주 1.9%, 우선주 2.4%).",453,1,[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf,/home/duck/PycharmProjects/semantic_pdf_search/data/pdfs/[삼성전자] 사업보고서(일반법인) (2024.03.12).pdf
